nome,posicao_jogador,idade,altura_jogador,peso_jogador,nacionalidade,time,ano,classificacao_time
Martin Cranie16,D,35.0,1.83,78.0,Inglaterra,southampton,2003,12
Danny Higginbotham19,D,42.0,1.88,78.0,Inglaterra,southampton,2003,12
Darren Kenton22,D,43.0,1.75,74.0,Inglaterra,southampton,2003,12
Chris Baird32,D,39.0,1.85,73.0,Irlanda do Norte,southampton,2003,12
Paul Telfer33,D,50.0,1.75,72.0,Escócia,southampton,2003,12
Stuart Anderson,M,35.0,1.83,73.0,Escócia,southampton,2003,12
Tim Sparv,M,34.0,1.93,78.0,Finlândia,southampton,2003,12
Feliciano Condesso,M,34.0,1.8,72.0,Portugal,southampton,2003,12
Simon Gillett,M,36.0,1.7,69.0,Inglaterra,southampton,2003,12
Andrew Surman,M,35.0,1.78,73.0,Inglaterra,southampton,2003,12
Matt Oakley8,M,44.0,1.78,69.0,Inglaterra,southampton,2003,12
Neil McCann10,M,47.0,1.78,69.0,Escócia,southampton,2003,12
Anders Svensson12,M,45.0,1.75,76.0,Suécia,southampton,2003,12
Rory Delap18,M,45.0,1.83,73.0,Irlanda,southampton,2003,12
David Prutton20,M,40.0,1.85,72.0,Inglaterra,southampton,2003,12
Arron Davies23,M,37.0,1.75,69.0,País de Gales,southampton,2003,12
Fabrice Fernandes29,M,42.0,1.75,73.0,França,southampton,2003,12
Leandre Griffit30,M,37.0,1.75,74.0,França,southampton,2003,12
Yoann Folly31,M,36.0,1.75,73.0,França,southampton,2003,12
Kenwyne Jones,A,37.0,1.88,83.0,Trinidad and Tobago,southampton,2003,12
Kevin Phillips7,A,48.0,1.7,69.0,Inglaterra,southampton,2003,12
James Beattie9,A,43.0,1.85,83.0,Inglaterra,southampton,2003,12
Marians Pahars17,A,45.0,1.73,63.0,Letônia,southampton,2003,12
Dexter Blackstock24,A,35.0,1.85,76.0,Inglaterra,southampton,2003,12
Leon Best27,A,35.0,1.85,91.0,Inglaterra,southampton,2003,12
Agustin Delgado34,A,46.0,1.88,83.0,Equador,southampton,2003,12
Brett Ormerod36,A,45.0,1.78,78.0,Inglaterra,southampton,2003,12
Shaka Hislop1,G,52.0,1.93,91.0,Trinidad and Tobago,portsmouth,2003,13
Harald Wapenaar25,G,51.0,1.85,76.0,Holanda,portsmouth,2003,13
Alan Knight40,G,60.0,1.85,87.0,Inglaterra,portsmouth,2003,13
Linvoy Primus2,D,48.0,1.83,76.0,Inglaterra,portsmouth,2003,13
Dejan Stefanovic3,D,47.0,1.8,83.0,Serbia & Montenegro,portsmouth,2003,13
Hayden Foxe5,D,44.0,1.93,83.0,Austrália,portsmouth,2003,13
Arjan De Zeeuw6,D,51.0,1.85,87.0,Holanda,portsmouth,2003,13
Eddie Howe27,D,43.0,1.8,74.0,Inglaterra,portsmouth,2003,13
Sebastian Schemmel28,D,46.0,1.78,76.0,França,portsmouth,2003,13
Richard Duffy31,D,36.0,1.75,64.0,País de Gales,portsmouth,2003,13
John Curtis33,D,43.0,1.78,77.0,Inglaterra,portsmouth,2003,13
Lewis Buxton,M,21.0,1.85,82.0,Escócia,portsmouth,2003,13
Neil Barrett,M,39.0,1.78,72.0,Inglaterra,portsmouth,2003,13
Kevin Harper7,M,45.0,1.7,70.0,Inglaterra,portsmouth,2003,13
Nigel Quashie11,M,43.0,1.83,78.0,Inglaterra,portsmouth,2003,13
Matthew Taylor14,M,39.0,1.78,73.0,Inglaterra,portsmouth,2003,13
Amdy Faye15,M,44.0,1.83,78.0,Senegal,portsmouth,2003,13
Steve Stone19,M,50.0,1.75,79.0,Inglaterra,portsmouth,2003,13
Richard Hughes22,M,42.0,1.83,82.0,Escócia,portsmouth,2003,13
Patrik Berger23,M,47.0,1.85,78.0,República Tcheca,portsmouth,2003,13
Gary O'Neil26,M,38.0,1.73,68.0,Inglaterra,portsmouth,2003,13
Eyal Berkovic39,M,49.0,1.7,69.0,Israel,portsmouth,2003,13
Anthony Pulis41,M,37.0,1.78,63.0,País de Gales,portsmouth,2003,13
Shaun Cooper43,M,38.0,1.78,65.0,Inglaterra,portsmouth,2003,13
Mark Burchill,A,41.0,1.73,73.0,Escócia,portsmouth,2003,13
Svetoslav Todorov9,A,43.0,1.8,74.0,Bulgaria,portsmouth,2003,13
Vincent Pericard17,A,39.0,1.85,86.0,França,portsmouth,2003,13
Yakubu Aiyegbeni20,A,38.0,1.83,82.0,Nigéria,portsmouth,2003,13
Rowan Vine32,A,39.0,1.85,74.0,Inglaterra,portsmouth,2003,13
Ivica Mornar37,A,47.0,1.83,78.0,Croácia,portsmouth,2003,13
Paul Robinson,G,42.0,1.93,89.0,Inglaterra,tottenham hotspur,2003,14
Marton Fulop,G,38.0,1.96,92.0,Hungria,tottenham hotspur,2003,14
Kasey Keller13,G,51.0,1.88,87.0,Estados Unidos,tottenham hotspur,2003,14
Robert Burch24,G,38.0,1.93,89.0,Inglaterra,tottenham hotspur,2003,14
Philip Ifil,D,34.0,1.75,73.0,Inglaterra,tottenham hotspur,2003,14
Stephen Carr2,D,45.0,1.75,78.0,Irlanda,tottenham hotspur,2003,14
Mauricio Taricco3,D,48.0,1.75,73.0,Argentina,tottenham hotspur,2003,14
Goran Bunjevcevic5,D,48.0,1.88,76.0,Serbia & Montenegro,tottenham hotspur,2003,14
Gary Doherty12,D,41.0,1.88,83.0,Irlanda,tottenham hotspur,2003,14
Mbulelo Mabizela21,D,41.0,,,África do Sul,tottenham hotspur,2003,14
Ledley King26,D,41.0,1.88,82.0,Inglaterra,tottenham hotspur,2003,14
Anthony Gardner30,D,40.0,1.96,87.0,Inglaterra,tottenham hotspur,2003,14
Stephen Kelly34,D,38.0,1.83,82.0,Irlanda,tottenham hotspur,2003,14
Dean Richards36,D,47.0,1.88,84.0,Inglaterra,tottenham hotspur,2003,14
Michael Brown6,M,44.0,1.75,77.0,Inglaterra,tottenham hotspur,2003,14
Jamie Redknapp15,M,48.0,1.83,80.0,Inglaterra,tottenham hotspur,2003,14
Rohan Ricketts27,M,38.0,1.78,73.0,Inglaterra,tottenham hotspur,2003,14
Mark Yeates28,M,36.0,1.75,68.0,Irlanda,tottenham hotspur,2003,14
Simon Davies29,M,42.0,1.78,72.0,País de Gales,tottenham hotspur,2003,14
Dean Marney31,M,37.0,1.83,72.0,Inglaterra,tottenham hotspur,2003,14
Johnnie Jackson32,M,39.0,1.85,81.0,Inglaterra,tottenham hotspur,2003,14
Hélder Postiga8,A,39.0,1.83,76.0,Portugal,tottenham hotspur,2003,14
Frederic Kanouté9,A,44.0,1.91,82.0,França,tottenham hotspur,2003,14
Robbie Keane10,A,41.0,1.75,73.0,Irlanda,tottenham hotspur,2003,14
Serhiy Rebrov11,A,47.0,1.73,66.0,Ucrânia,tottenham hotspur,2003,14
Jermain Defoe18,A,39.0,1.7,63.0,Inglaterra,tottenham hotspur,2003,14
Lee Barnard22,A,37.0,1.78,68.0,Inglaterra,tottenham hotspur,2003,14
Brad Friedel1,G,50.0,1.88,91.0,Estados Unidos,blackburn rovers,2003,15
David Yelldell28,G,40.0,1.98,82.0,Alemanha,blackburn rovers,2003,15
Michael Taylor,D,38.0,1.91,87.0,Inglaterra,blackburn rovers,2003,15
Lucas Neill2,D,43.0,1.85,78.0,Austrália,blackburn rovers,2003,15
Vratislav Gresko3,D,44.0,1.83,77.0,Slovakia,blackburn rovers,2003,15
Lorenzo Amoruso5,D,50.0,1.88,83.0,Itália,blackburn rovers,2003,15
Craig Short6,D,53.0,1.91,87.0,Inglaterra,blackburn rovers,2003,15
Nils-Eric Johansson14,D,41.0,1.88,83.0,Suécia,blackburn rovers,2003,15
Brett Emerton23,D,42.0,1.85,87.0,Austrália,blackburn rovers,2003,15
James McEveley29,D,36.0,1.83,80.0,Escócia,blackburn rovers,2003,15
Michael Gray33,D,47.0,1.7,68.0,Inglaterra,blackburn rovers,2003,15
Alan Morgan,M,37.0,1.83,,Escócia,blackburn rovers,2003,15
Gary Harkins,M,36.0,1.88,81.0,Escócia,blackburn rovers,2003,15
Garry Flitcroft7,M,49.0,1.83,79.0,Inglaterra,blackburn rovers,2003,15
Tugay Kerimoglu8,M,51.0,1.75,73.0,Turquia,blackburn rovers,2003,15
Steven Reid12,M,40.0,1.85,87.0,Irlanda,blackburn rovers,2003,15
Paul Gallagher17,M,37.0,1.88,81.0,Escócia,blackburn rovers,2003,15
Dwight Yorke19,M,50.0,1.78,78.0,Trinidad and Tobago,blackburn rovers,2003,15
David Thompson20,M,44.0,1.7,63.0,Inglaterra,blackburn rovers,2003,15
Ciaran Donnelly22,M,37.0,1.73,72.0,Inglaterra,blackburn rovers,2003,15
Barry Ferguson24,M,43.0,1.78,73.0,Escócia,blackburn rovers,2003,15
Jonathan Douglas26,M,39.0,1.8,74.0,Irlanda,blackburn rovers,2003,15
Neil Danns30,M,38.0,1.75,77.0,Guyana,blackburn rovers,2003,15
Keith Barker,A,35.0,1.88,81.0,Inglaterra,blackburn rovers,2003,15
Andrew Cole9,A,50.0,1.75,81.0,Inglaterra,blackburn rovers,2003,15
Matt Jansen10,A,44.0,1.8,74.0,Inglaterra,blackburn rovers,2003,15
Jonathan Stead18,A,38.0,1.91,76.0,Inglaterra,blackburn rovers,2003,15
Geert De Vlieger,G,50.0,1.85,81.0,Bélgica,manchester city,2003,16
David James1,G,51.0,1.96,87.0,Inglaterra,manchester city,2003,16
Nicky Weaver12,G,42.0,1.91,83.0,Inglaterra,manchester city,2003,16
Kevin Stuhr-Ellegaard32,G,38.0,1.96,92.0,Dinamarca,manchester city,2003,16
Kasper Schmeichel33,G,35.0,1.88,87.0,Dinamarca,manchester city,2003,16
Patrick Mccarthy43,G,25.0,1.85,81.0,Gibraltar,manchester city,2003,16
Danny Mills,D,44.0,1.8,73.0,Inglaterra,manchester city,2003,16
Ben Thatcher,D,45.0,1.78,78.0,País de Gales,manchester city,2003,16
David Sommeil2,D,47.0,1.78,73.0,França,manchester city,2003,16
Sylvain Distin5,D,43.0,1.93,87.0,França,manchester city,2003,16
Sun Jihai17,D,44.0,1.78,78.0,China,manchester city,2003,16
Richard Dunne22,D,42.0,1.88,87.0,Irlanda,manchester city,2003,16
Mikkel Bischoff27,D,39.0,1.91,83.0,Dinamarca,manchester city,2003,16
Stephen Jordan41,D,39.0,1.83,71.0,Inglaterra,manchester city,2003,16
Willo Flood,M,36.0,1.7,66.0,Irlanda,manchester city,2003,16
Claudio Reyna6,M,48.0,1.78,72.0,Estados Unidos,manchester city,2003,16
Antoine Sibierski10,M,47.0,1.88,71.0,França,manchester city,2003,16
Steve McManaman20,M,49.0,1.83,67.0,Inglaterra,manchester city,2003,16
Joey Barton24,M,39.0,1.8,69.0,Inglaterra,manchester city,2003,16
Paul Bosvelt26,M,51.0,1.8,78.0,Holanda,manchester city,2003,16
Trevor Sinclair28,M,48.0,1.78,78.0,Inglaterra,manchester city,2003,16
Shaun Wright-Phillips29,M,40.0,1.65,63.0,Inglaterra,manchester city,2003,16
Christian Negouai30,M,46.0,1.93,83.0,Inglaterra,manchester city,2003,16
Robbie Fowler8,A,46.0,1.73,74.0,Inglaterra,manchester city,2003,16
Paulo Wanchope9,A,45.0,1.88,76.0,Costa Rica,manchester city,2003,16
Jonathan Macken11,A,44.0,1.78,78.0,Irlanda,manchester city,2003,16
Nicolas Anelka39,A,42.0,1.85,77.0,França,manchester city,2003,16
Richard Wright1,G,44.0,1.88,88.0,Inglaterra,everton,2003,17
Nigel Martyn25,G,55.0,1.88,92.0,Inglaterra,everton,2003,17
Iain Turner37,G,37.0,1.91,80.0,Escócia,everton,2003,17
Steve Watson2,D,47.0,1.85,79.0,Inglaterra,everton,2003,17
Alessandro Pistone3,D,46.0,1.8,72.0,Argentina,everton,2003,17
Alan Stubbs4,D,50.0,1.88,91.0,Inglaterra,everton,2003,17
David Weir5,D,51.0,1.91,85.0,Escócia,everton,2003,17
Gary Naysmith15,D,42.0,1.78,73.0,Escócia,everton,2003,17
Joseph Yobo20,D,41.0,1.85,76.0,Nigéria,everton,2003,17
Peter Clarke27,D,39.0,1.88,83.0,Inglaterra,everton,2003,17
Tony Hibbert28,D,40.0,1.75,72.0,Inglaterra,everton,2003,17
Li Tie12,M,44.0,1.83,69.0,China,everton,2003,17
Kevin Kilbane14,M,44.0,1.83,81.0,Irlanda,everton,2003,17
Thomas Gravesen16,M,45.0,1.83,78.0,Dinamarca,everton,2003,17
Alex Nyarko21,M,48.0,1.83,76.0,Gana,everton,2003,17
Tobias Linderoth22,M,42.0,1.75,74.0,Suécia,everton,2003,17
Lee Carsley26,M,47.0,1.78,76.0,Irlanda,everton,2003,17
Marcus Bent,A,43.0,1.83,76.0,Inglaterra,everton,2003,17
Tomasz Radzinski8,A,47.0,1.75,73.0,Canadá,everton,2003,17
Kevin Campbell9,A,51.0,1.85,86.0,Inglaterra,everton,2003,17
Duncan Ferguson10,A,49.0,1.93,86.0,Escócia,everton,2003,17
Wayne Rooney18,A,36.0,1.78,83.0,Inglaterra,everton,2003,17
Patrizio Pascucci23,A,35.0,,,Inglaterra,everton,2003,17
James McFadden24,A,38.0,1.78,74.0,Escócia,everton,2003,17
Nick Chadwick30,A,39.0,1.83,89.0,Inglaterra,everton,2003,17
Conrad Logan,G,35.0,1.88,87.0,Irlanda,leicester city,2003,18
Ian Walker1,G,50.0,1.88,82.0,Inglaterra,leicester city,2003,18
Danny Coyne16,G,48.0,1.83,83.0,País de Gales,leicester city,2003,18
Richard Stearman,D,34.0,1.91,73.0,Inglaterra,leicester city,2003,18
Matt Elliott18,D,53.0,1.91,87.0,Escócia,leicester city,2003,18
Peter Canero28,D,40.0,1.75,71.0,Escócia,leicester city,2003,18
Nikos Dabizas44,D,48.0,1.88,79.0,Grécia,leicester city,2003,18
Danny Tiatto,M,48.0,1.73,76.0,Austrália,leicester city,2003,18
Jason McAteer,M,50.0,1.75,74.0,Inglaterra,leicester city,2003,18
Jason Wilcox,M,50.0,1.8,73.0,Inglaterra,leicester city,2003,18
Gareth Williams,M,39.0,1.8,79.0,Escócia,leicester city,2003,18
Levi Porter,M,34.0,1.6,60.0,Inglaterra,leicester city,2003,18
Stephen Dawson,M,35.0,1.83,71.0,Irlanda,leicester city,2003,18
Keith Gillespie7,M,46.0,1.78,71.0,Irlanda do Norte,leicester city,2003,18
Lilian Nalis8,M,50.0,1.85,69.0,França,leicester city,2003,18
Tomi Petrescu,A,35.0,1.75,64.0,Inglaterra,leicester city,2003,18
Dion Dublin,A,52.0,1.88,78.0,Inglaterra,leicester city,2003,18
Chris O'Grady,A,35.0,1.91,78.0,Inglaterra,leicester city,2003,18
Louis Dodds,A,35.0,1.78,78.0,Inglaterra,leicester city,2003,18
James Scowcroft10,A,45.0,1.85,92.0,Inglaterra,leicester city,2003,18
Jordan Stewart11,A,26.0,1.75,81.0,Irlanda do Norte,leicester city,2003,18
Trevor Benjamin20,A,42.0,1.88,85.0,Jamaica,leicester city,2003,18
Tommy Wright23,A,37.0,1.83,74.0,Inglaterra,leicester city,2003,18
Lee Morris24,A,41.0,1.78,70.0,Inglaterra,leicester city,2003,18
Paul Robinson,G,42.0,1.93,89.0,Inglaterra,leeds united,2003,19
Scott Carson40,G,36.0,1.91,76.0,Inglaterra,leeds united,2003,19
Danny Mills,D,44.0,1.8,73.0,Inglaterra,leeds united,2003,19
Danny Pugh,D,39.0,1.83,76.0,Inglaterra,leeds united,2003,19
Gary Kelly2,D,47.0,1.73,70.0,Irlanda,leeds united,2003,19
Lucas Radebe5,D,52.0,1.85,73.0,África do Sul,leeds united,2003,19
Michael Duberry22,D,46.0,1.85,87.0,Inglaterra,leeds united,2003,19
Frazer Richardson34,D,39.0,1.8,83.0,Inglaterra,leeds united,2003,19
Ben Parker,M,33.0,1.8,72.0,Inglaterra,leeds united,2003,19
Simon Walton,M,34.0,1.85,83.0,Inglaterra,leeds united,2003,19
Ian Harte3,M,44.0,1.75,73.0,Irlanda,leeds united,2003,19
Nick Barmby7,M,47.0,1.7,71.0,Inglaterra,leeds united,2003,19
Stephen McPhail14,M,41.0,1.73,76.0,Irlanda,leeds united,2003,19
James Milner16,M,35.0,1.75,68.0,Inglaterra,leeds united,2003,19
Eirik Bakke19,M,44.0,1.85,83.0,Noruega,leeds united,2003,19
Seth Johnson20,M,42.0,1.78,69.0,Inglaterra,leeds united,2003,19
Dominic Matteo21,M,47.0,1.85,73.0,Escócia,leeds united,2003,19
Aaron Lennon25,M,34.0,1.65,63.0,Inglaterra,leeds united,2003,19
Martin Woods27,M,35.0,1.75,68.0,Escócia,leeds united,2003,19
Harpal Singh32,M,40.0,1.7,64.0,Inglaterra,leeds united,2003,19
Paul Keegan37,M,48.0,1.85,79.0,Irlanda,leeds united,2003,19
Jamie Winter42,M,36.0,1.8,85.0,Escócia,leeds united,2003,19
Andy Keogh,A,35.0,1.83,73.0,Irlanda,leeds united,2003,19
Mark Viduka9,A,46.0,1.88,91.0,Austrália,leeds united,2003,19
Simon Johnson39,A,30.0,1.75,75.0,Inglaterra,leeds united,2003,19
Michael Oakes1,G,48.0,1.88,92.0,Inglaterra,wolverhampton wanderers,2003,20
Matt Murray13,G,40.0,1.93,87.0,Inglaterra,wolverhampton wanderers,2003,20
Paul Jones21,G,54.0,1.91,88.0,País de Gales,wolverhampton wanderers,2003,20
Carl Ikeme36,G,35.0,1.91,100.0,Inglaterra,wolverhampton wanderers,2003,20
Patrick Flynn,D,36.0,1.88,78.0,--,wolverhampton wanderers,2003,20
Lee Naylor3,D,41.0,1.75,71.0,Inglaterra,wolverhampton wanderers,2003,20
Joleon Lescott5,D,39.0,1.91,87.0,Inglaterra,wolverhampton wanderers,2003,20
Jody Craddock12,D,46.0,1.85,77.0,Inglaterra,wolverhampton wanderers,2003,20
Mark Clyde23,D,38.0,1.85,78.0,Irlanda do Norte,wolverhampton wanderers,2003,20
Kevin O'Connor,M,36.0,1.8,77.0,Irlanda,wolverhampton wanderers,2003,20
John Melligan,M,39.0,1.78,72.0,Irlanda,wolverhampton wanderers,2003,20
Lewis Gobern,M,36.0,1.78,73.0,Inglaterra,wolverhampton wanderers,2003,20
Shaun Newton7,M,46.0,1.73,73.0,Inglaterra,wolverhampton wanderers,2003,20
Colin Cameron10,M,49.0,1.7,70.0,Escócia,wolverhampton wanderers,2003,20
Mark Kennedy11,M,36.0,1.8,73.0,Irlanda,wolverhampton wanderers,2003,20
Kevin Cooper15,M,46.0,1.73,66.0,Inglaterra,wolverhampton wanderers,2003,20
Keith Andrews24,M,113.0,1.83,78.0,Irlanda,wolverhampton wanderers,2003,20
Sammy Clingan32,M,37.0,1.8,73.0,Irlanda do Norte,wolverhampton wanderers,2003,20
Gary Mulligan,A,36.0,1.85,77.0,Irlanda,wolverhampton wanderers,2003,20
Kenny Miller16,A,41.0,1.78,67.0,Escócia,wolverhampton wanderers,2003,20
Henri Camara17,A,44.0,1.75,67.0,Senegal,wolverhampton wanderers,2003,20
Carl Cort27,A,44.0,1.93,78.0,Inglaterra,wolverhampton wanderers,2003,20
Dean Sturridge29,A,48.0,1.73,77.0,Inglaterra,wolverhampton wanderers,2003,20
Leon Clarke37,A,36.0,1.88,93.0,Inglaterra,wolverhampton wanderers,2003,20
Kevin McKinley,G,35.0,1.83,69.0,Escócia,chelsea,2004,1
Petr Cech1,G,39.0,1.96,89.0,República Tcheca,chelsea,2004,1
Carlo Cudicini23,G,48.0,1.85,73.0,Itália,chelsea,2004,1
Lenny Pidgeley40,G,34.0,1.91,87.0,Inglaterra,chelsea,2004,1
Yves Ma-Kalambay50,G,36.0,1.98,96.0,Bélgica,chelsea,2004,1
Asier Del Horno,D,41.0,1.83,72.0,Espanha,chelsea,2004,1
Glen Johnson2,D,37.0,1.8,84.0,Inglaterra,chelsea,2004,1
Ricardo Carvalho6,D,25.0,1.85,78.0,Portugal,chelsea,2004,1
William Gallas13,D,44.0,1.8,72.0,França,chelsea,2004,1
Wayne Bridge18,D,41.0,1.8,80.0,Inglaterra,chelsea,2004,1
Paulo Ferreira20,D,43.0,1.8,76.0,Portugal,chelsea,2004,1
John Terry26,D,41.0,1.88,90.0,Inglaterra,chelsea,2004,1
Robert Huth29,D,37.0,1.91,87.0,Alemanha,chelsea,2004,1
Steven Watt32,D,36.0,1.91,88.0,Escócia,chelsea,2004,1
Claude Makelele4,M,49.0,1.75,69.0,França,chelsea,2004,1
Alexey Smertin5,M,46.0,1.73,63.0,Russia,chelsea,2004,1
Frank Lampard8,M,43.0,1.83,91.0,Inglaterra,chelsea,2004,1
Joe Cole10,M,40.0,1.75,73.0,Inglaterra,chelsea,2004,1
Damien Duff11,M,42.0,1.78,58.0,Irlanda,chelsea,2004,1
Geremi14,M,43.0,1.8,78.0,Camarões,chelsea,2004,1
Shaun Wright-Phillips24,M,40.0,1.65,63.0,Inglaterra,chelsea,2004,1
Jiri Jarosik27,M,44.0,1.91,87.0,República Tcheca,chelsea,2004,1
Tiago30,M,40.0,1.83,74.0,Portugal,chelsea,2004,1
Nuno Morais33,M,38.0,,,Portugal,chelsea,2004,1
Joe Keenan36,M,39.0,1.73,69.0,Inglaterra,chelsea,2004,1
Anthony Grant42,M,34.0,1.8,72.0,Jamaica,chelsea,2004,1
Didier Drogba15,A,43.0,1.88,79.0,Costa do Marfim,chelsea,2004,1
Arjen Robben16,A,38.0,1.8,73.0,Holanda,chelsea,2004,1
Hernán Crespo21,A,46.0,1.83,78.0,Argentina,chelsea,2004,1
Eidur Gudjohnsen22,A,43.0,1.85,88.0,Islândia,chelsea,2004,1
Filipe Oliveira31,A,37.0,1.78,74.0,Portugal,chelsea,2004,1
Carlton Cole39,A,38.0,1.91,77.0,Inglaterra,chelsea,2004,1
Mark Howard,G,35.0,1.83,76.0,Inglaterra,arsenal,2004,2
Jens Lehmann1,G,,1.91,87.0,Alemanha,arsenal,2004,2
Manuel Almunia24,G,44.0,1.91,86.0,Espanha,arsenal,2004,2
Michael Jordan38,G,35.0,1.88,83.0,Inglaterra,arsenal,2004,2
Ryan Garry,D,38.0,1.88,82.0,Inglaterra,arsenal,2004,2
Kerrea Gilbert,D,34.0,1.75,71.0,Inglaterra,arsenal,2004,2
Matthew Connolly,D,34.0,1.88,83.0,Inglaterra,arsenal,2004,2
Ashley Cole3,D,41.0,1.75,66.0,Inglaterra,arsenal,2004,2
Lauren12,D,45.0,1.8,71.0,Camarões,arsenal,2004,2
Pascal Cygan18,D,47.0,1.93,84.0,França,arsenal,2004,2
Philippe Senderos20,D,37.0,1.91,83.0,Suíça,arsenal,2004,2
Gaël Clichy22,D,36.0,1.75,63.0,França,arsenal,2004,2
Sol Campbell23,D,47.0,1.88,91.0,Inglaterra,arsenal,2004,2
Emmanuel Eboué27,D,38.0,1.78,72.0,Costa do Marfim,arsenal,2004,2
Kolo Touré28,D,40.0,1.83,76.0,Costa do Marfim,arsenal,2004,2
Justin Hoyte31,D,37.0,1.8,67.0,Inglaterra,arsenal,2004,2
Johan Djourou35,D,35.0,1.93,87.0,Suíça,arsenal,2004,2
Alexsandr Hleb,M,40.0,1.85,73.0,Belarus,arsenal,2004,2
Robert Pires7,M,48.0,1.85,73.0,França,arsenal,2004,2
Freddie Ljungberg8,M,44.0,1.75,68.0,Suécia,arsenal,2004,2
José Antonio Reyes9,M,38.0,1.75,71.0,Espanha,arsenal,2004,2
Cesc Fàbregas15,M,34.0,1.8,77.0,Espanha,arsenal,2004,2
Mathieu Flamini16,M,37.0,1.78,67.0,França,arsenal,2004,2
Gilberto Silva19,M,45.0,1.91,78.0,Brasil,arsenal,2004,2
Patrick Cregg34,M,36.0,1.75,63.0,Irlanda,arsenal,2004,2
David Bentley37,M,37.0,1.75,68.0,Inglaterra,arsenal,2004,2
Sebastian Larsson39,M,36.0,1.78,68.0,Suécia,arsenal,2004,2
Quincy Owusu-Abeyie42,M,35.0,1.8,73.0,Gana,arsenal,2004,2
Ryan Smith47,M,35.0,1.75,68.0,Inglaterra,arsenal,2004,2
Dennis Bergkamp10,A,,1.83,78.0,Holanda,arsenal,2004,2
Robin van Persie11,A,38.0,1.83,71.0,Holanda,arsenal,2004,2
Thierry Henry14,A,44.0,1.88,83.0,França,arsenal,2004,2
Arturo Lupoli40,A,34.0,1.73,66.0,Itália,arsenal,2004,2
Edwin van der Sar,G,51.0,1.91,83.0,Holanda,manchester united,2004,3
Tim Howard1,G,42.0,1.91,94.0,Estados Unidos,manchester united,2004,3
Luke Steele30,G,37.0,1.88,76.0,Inglaterra,manchester united,2004,3
Tom Heaton38,G,35.0,1.88,83.0,Inglaterra,manchester united,2004,3
Gary Neville2,D,47.0,1.8,78.0,Inglaterra,manchester united,2004,3
Gabriel Heinze4,D,43.0,1.78,78.0,Argentina,manchester united,2004,3
Rio Ferdinand5,D,43.0,1.88,82.0,Inglaterra,manchester united,2004,3
Wes Brown6,D,42.0,1.85,77.0,Inglaterra,manchester united,2004,3
John O'Shea22,D,40.0,1.91,75.0,Irlanda,manchester united,2004,3
Phil Bardsley26,D,36.0,1.8,73.0,Escócia,manchester united,2004,3
Mikael Silvestre27,D,44.0,1.83,190.0,França,manchester united,2004,3
Gerard Piqué28,D,35.0,1.93,83.0,Espanha,manchester united,2004,3
Paul McShane34,D,36.0,1.83,72.0,Irlanda,manchester united,2004,3
David Fox,M,38.0,1.75,76.0,Inglaterra,manchester united,2004,3
Lee Martin,M,35.0,1.78,78.0,Inglaterra,manchester united,2004,3
John Obi Mikel,M,34.0,1.88,83.0,Nigéria,manchester united,2004,3
Phil Neville3,M,45.0,1.8,68.0,Inglaterra,manchester united,2004,3
Ryan Giggs11,M,48.0,1.8,68.0,País de Gales,manchester united,2004,3
Alan Smith14,M,41.0,1.78,69.0,Inglaterra,manchester united,2004,3
Jose Kleberson15,M,42.0,1.75,63.0,Brasil,manchester united,2004,3
Roy Keane16,M,50.0,1.8,76.0,Irlanda,manchester united,2004,3
Liam Miller17,M,41.0,1.7,71.0,Escócia,manchester united,2004,3
Paul Scholes18,M,47.0,1.68,69.0,Inglaterra,manchester united,2004,3
Kieran Richardson23,M,21.0,1.75,68.0,Inglaterra,manchester united,2004,3
Darren Fletcher24,M,38.0,1.83,83.0,Escócia,manchester united,2004,3
Quinton Fortune25,M,44.0,1.8,76.0,África do Sul,manchester united,2004,3
David Jones31,M,37.0,1.85,78.0,Inglaterra,manchester united,2004,3
Chris Eagles33,M,36.0,1.83,68.0,Inglaterra,manchester united,2004,3
Floribert N'Galula41,M,34.0,1.83,78.0,Bélgica,manchester united,2004,3
Colin Heath,A,38.0,1.83,76.0,Inglaterra,manchester united,2004,3
Fraizer Campbell,A,34.0,1.73,82.0,Inglaterra,manchester united,2004,3
Cristiano Ronaldo7,A,37.0,1.88,83.0,Portugal,manchester united,2004,3
Wayne Rooney8,A,36.0,1.78,83.0,Inglaterra,manchester united,2004,3
Louis Saha9,A,43.0,1.83,72.0,França,manchester united,2004,3
Ruud van Nistelrooy10,A,45.0,1.88,79.0,Holanda,manchester united,2004,3
David Bellion12,A,39.0,1.83,78.0,França,manchester united,2004,3
Ole Gunnar Solskjaer20,A,48.0,1.78,74.0,Noruega,manchester united,2004,3
Kenny Cooper37,A,37.0,1.91,94.0,Estados Unidos,manchester united,2004,3
Sylvan Ebanks-Blake40,A,35.0,1.73,91.0,Inglaterra,manchester united,2004,3
Giuseppe Rossi42,A,35.0,1.73,72.0,Itália,manchester united,2004,3
John Ruddy,G,35.0,1.93,97.0,Inglaterra,everton,2004,4
Richard Wright1,G,44.0,1.88,88.0,Inglaterra,everton,2004,4
Iain Turner13,G,38.0,1.91,80.0,Escócia,everton,2004,4
Nigel Martyn25,G,,1.88,92.0,Inglaterra,everton,2004,4
Per Kroldrup2,D,42.0,1.93,91.0,Dinamarca,everton,2004,4
Alessandro Pistone3,D,46.0,1.8,72.0,Argentina,everton,2004,4
